rnai_gene_name,strain_genotype,temp,trial_num,day_adult,dead_num,total_num
L4440,daf-2 (e1370),20,2,17,0,4
L4440,daf-2 (e1370),20,2,15,0,27
L4440,daf-2 (e1370),20,2,17,0,36
L4440,daf-2 (e1370),20,2,19,0,21
L4440,daf-2 (e1370),20,2,52,10,15
L4440,daf-2 (e1370),20,2,17,0,33
L4440,daf-2 (e1370),20,2,13,0,32
L4440,daf-2 (e1370),20,2,13,0,23
L4440,daf-2 (e1370),20,2,13,0,26
L4440,daf-2 (e1370),20,2,47,10,15
L4440,daf-2 (e1370),20,2,47,8,26
L4440,daf-2 (e1370),20,2,15,0,19
L4440,daf-2 (e1370),20,2,19,0,19
L4440,daf-2 (e1370),20,2,50,28,30
L4440,daf-2 (e1370),20,2,43,13,16
L4440,daf-2 (e1370),20,2,19,0,16
L4440,daf-2 (e1370),20,2,45,18,23
L4440,daf-2 (e1370),20,2,17,0,30
L4440,daf-2 (e1370),20,2,45,11,19
L4440,daf-2 (e1370),20,2,43,7,20
L4440,daf-2 (e1370),20,2,43,7,17
L4440,daf-2 (e1370),20,2,19,0,13
L4440,daf-2 (e1370),20,2,47,16,23
L4440,daf-2 (e1370),20,2,38,5,29
L4440,daf-2 (e1370),20,2,38,4,25
L4440,daf-2 (e1370),20,2,45,21,28
L4440,daf-2 (e1370),20,2,43,5,26
L4440,daf-2 (e1370),20,2,47,19,22
L4440,daf-2 (e1370),20,2,50,19,22
L4440,daf-2 (e1370),20,2,45,11,20
L4440,daf-2 (e1370),20,2,47,20,27
L4440,daf-2 (e1370),20,2,52,14,20
L4440,daf-2 (e1370),20,2,50,24,24
L4440,daf-2 (e1370),20,2,19,0,27
L4440,daf-2 (e1370),20,2,50,6,8
L4440,daf-2 (e1370),20,2,38,3,11
L4440,daf-2 (e1370),20,2,36,4,22
L4440,daf-2 (e1370),20,2,54,12,13
L4440,daf-2 (e1370),20,2,50,16,24
L4440,daf-2 (e1370),20,2,11,0,29
L4440,daf-2 (e1370),20,2,52,14,14
L4440,daf-2 (e1370),20,2,48,14,16
L4440,daf-2 (e1370),20,2,40,15,36
L4440,daf-2 (e1370),20,2,45,2,12
L4440,daf-2 (e1370),20,2,44,3,9
L4440,daf-2 (e1370),20,2,50,11,11
L4440,daf-2 (e1370),20,2,43,14,31
L4440,daf-2 (e1370),20,2,4,0,28
L4440,daf-2 (e1370),20,2,11,0,16
L4440,daf-2 (e1370),20,2,17,0,31
L4440,daf-2 (e1370),20,2,41,3,16
L4440,daf-2 (e1370),20,2,46,8,13
L4440,daf-2 (e1370),20,2,38,1,14
L4440,daf-2 (e1370),20,2,21,0,27
L4440,daf-2 (e1370),20,2,13,0,16
L4440,daf-2 (e1370),20,2,36,3,11
L4440,daf-2 (e1370),20,2,9,0,21
L4440,daf-2 (e1370),20,2,33,1,21
L4440,daf-2 (e1370),20,2,11,0,16
L4440,daf-2 (e1370),20,2,36,6,30
L4440,daf-2 (e1370),20,2,21,0,29
L4440,daf-2 (e1370),20,2,27,0,15
L4440,daf-2 (e1370),20,2,31,3,16
L4440,daf-2 (e1370),20,2,32,0,28
L4440,daf-2 (e1370),20,2,9,0,15
L4440,daf-2 (e1370),20,2,11,0,14
L4440,daf-2 (e1370),20,2,21,0,8
L4440,daf-2 (e1370),20,2,52,22,22
L4440,daf-2 (e1370),20,2,19,0,8
L4440,daf-2 (e1370),20,2,35,1,10
L4440,daf-2 (e1370),20,2,7,0,25
L4440,daf-2 (e1370),20,2,40,8,17
L4440,daf-2 (e1370),20,2,21,0,18
L4440,daf-2 (e1370),20,2,7,0,12
L4440,daf-2 (e1370),20,2,7,0,15
L4440,daf-2 (e1370),20,2,32,0,13
L4440,daf-2 (e1370),20,2,11,0,14
L4440,daf-2 (e1370),20,2,54,8,9
L4440,daf-2 (e1370),20,2,15,0,25
L4440,daf-2 (e1370),20,2,29,0,13
L4440,daf-2 (e1370),20,2,37,3,14
L4440,daf-2 (e1370),20,2,36,7,30
L4440,daf-2 (e1370),20,2,7,0,14
L4440,daf-2 (e1370),20,2,34,1,15
L4440,daf-2 (e1370),20,2,11,0,17
L4440,daf-2 (e1370),20,2,21,0,17
L4440,daf-2 (e1370),20,2,30,5,33
L4440,daf-2 (e1370),20,2,54,25,25
L4440,daf-2 (e1370),20,2,25,0,17
L4440,daf-2 (e1370),20,2,39,4,14
L4440,daf-2 (e1370),20,2,27,1,26
L4440,daf-2 (e1370),20,2,57,17,17
L4440,daf-2 (e1370),20,2,57,25,25
L4440,daf-2 (e1370),20,2,36,2,25
L4440,daf-2 (e1370),20,2,40,6,28
L4440,daf-2 (e1370),20,2,40,7,41
L4440,daf-2 (e1370),20,2,57,17,18
L4440,daf-2 (e1370),20,2,9,0,22
L4440,daf-2 (e1370),20,2,34,6,30
L4440,daf-2 (e1370),20,2,9,0,22
L4440,daf-2 (e1370),20,2,7,0,14
L4440,daf-2 (e1370),20,2,34,3,30
L4440,daf-2 (e1370),20,2,34,1,10
L4440,daf-2 (e1370),20,2,38,9,28
L4440,daf-2 (e1370),20,2,57,16,17
L4440,daf-2 (e1370),20,2,30,1,14
L4440,daf-2 (e1370),20,2,23,0,14
L4440,daf-2 (e1370),20,2,23,1,27
L4440,daf-2 (e1370),20,2,9,0,19
L4440,daf-2 (e1370),20,2,52,26,26
L4440,daf-2 (e1370),20,2,21,0,26
L4440,daf-2 (e1370),20,2,30,3,26
L4440,daf-2 (e1370),20,2,30,1,38
L4440,daf-2 (e1370),20,2,40,6,17
L4440,daf-2 (e1370),20,2,57,11,11
L4440,daf-2 (e1370),20,2,9,0,14
L4440,daf-2 (e1370),20,2,34,7,29
L4440,daf-2 (e1370),20,2,23,0,23
L4440,daf-2 (e1370),20,2,54,21,21
L4440,daf-2 (e1370),20,2,54,23,34
L4440,daf-2 (e1370),20,2,23,0,19
L4440,daf-2 (e1370),20,2,32,1,11
L4440,daf-2 (e1370),20,2,32,1,19
L4440,daf-2 (e1370),20,2,27,0,21
L4440,daf-2 (e1370),20,2,25,1,26
L4440,daf-2 (e1370),20,2,25,0,14
L4440,daf-2 (e1370),20,2,27,0,27
L4440,daf-2 (e1370),20,2,32,1,26
L4440,daf-2 (e1370),20,2,25,2,31
L4440,daf-2 (e1370),20,2,30,0,12
L4440,daf-2 (e1370),20,2,7,0,28
L4440,daf-2 (e1370),20,2,23,0,28
L4440,daf-2 (e1370),20,2,25,0,20
L4440,daf-2 (e1370),20,2,23,2,24
L4440,daf-2 (e1370),20,2,25,3,24
L4440,daf-2 (e1370),20,2,27,0,18
L4440,daf-2 (e1370),20,2,27,0,23
L4440,WT,20,1,19,16,28
L4440,WT,20,1,6,0,13
L4440,WT,20,1,19,5,16
L4440,WT,20,1,4,0,28
L4440,WT,20,1,4,0,19
L4440,WT,20,1,19,9,28
L4440,WT,20,1,17,4,15
L4440,WT,20,1,6,0,14
L4440,WT,20,1,4,0,23
L4440,WT,20,1,4,0,10
L4440,WT,20,1,21,12,16
L4440,WT,20,1,21,18,18
L4440,WT,20,1,15,5,13
L4440,WT,20,1,10,0,22
L4440,WT,20,1,12,0,7
L4440,WT,20,1,15,6,37
L4440,WT,20,1,17,5,13
L4440,WT,20,1,21,10,13
L4440,WT,20,1,23,10,11
L4440,WT,20,1,12,1,16
L4440,WT,20,1,19,3,14
L4440,WT,20,1,12,0,19
L4440,WT,20,1,19,12,24
L4440,WT,20,1,4,0,16
L4440,WT,20,1,12,0,12
L4440,WT,20,1,15,3,16
L4440,WT,20,1,17,0,6
L4440,WT,20,1,23,15,15
L4440,WT,20,1,6,0,18
L4440,WT,20,1,8,0,18
L4440,WT,20,1,10,0,19
L4440,WT,20,1,17,1,20
L4440,WT,20,1,10,0,10
L4440,WT,20,1,25,16,21
L4440,WT,20,1,10,0,20
L4440,WT,20,1,10,0,18
L4440,WT,20,1,15,2,19
L4440,WT,20,1,17,3,13
L4440,WT,20,1,23,12,13
L4440,WT,20,1,21,15,18
L4440,WT,20,1,6,0,16
L4440,WT,20,1,25,12,12
L4440,WT,20,1,12,2,17
L4440,WT,20,1,21,11,17
L4440,WT,20,1,8,0,27
L4440,WT,20,1,8,0,6
L4440,WT,20,1,8,0,23
L4440,WT,20,1,15,0,5
L4440,WT,20,1,23,15,16
L4440,WT,20,1,8,0,19
L4440,WT,20,1,6,0,29
L4440,WT,20,1,23,18,20
L4440,WT,20,2,23,11,11
L4440,WT,20,2,19,4,11
L4440,WT,20,2,19,10,17
L4440,WT,20,2,4,0,35
L4440,WT,20,2,6,0,13
L4440,WT,20,2,21,20,31
L4440,WT,20,2,4,0,25
L4440,WT,20,2,21,10,15
L4440,WT,20,2,19,14,24
L4440,WT,20,2,4,0,21
L4440,WT,20,2,4,0,11
L4440,WT,20,2,19,5,33
L4440,WT,20,2,17,12,14
L4440,WT,20,2,12,0,11
L4440,WT,20,2,10,0,34
L4440,WT,20,2,15,5,13
L4440,WT,20,2,6,0,20
L4440,WT,20,2,17,3,25
L4440,WT,20,2,15,1,12
L4440,WT,20,2,15,4,18
L4440,WT,20,2,6,0,15
L4440,WT,20,2,15,2,24
L4440,WT,20,2,10,0,20
L4440,WT,20,2,12,1,17
L4440,WT,20,2,12,2,27
L4440,WT,20,2,17,4,16
L4440,WT,20,2,21,12,13
L4440,WT,20,2,4,0,19
L4440,WT,20,2,10,0,21
L4440,WT,20,2,19,17,19
L4440,WT,20,2,23,13,13
L4440,WT,20,2,15,9,15
L4440,WT,20,2,21,16,17
L4440,WT,20,2,25,15,16
L4440,WT,20,2,8,0,9
L4440,WT,20,2,10,0,18
L4440,WT,20,2,12,0,14
L4440,WT,20,2,12,1,14
L4440,WT,20,2,17,1,18
L4440,WT,20,2,17,2,26
L4440,WT,20,2,8,0,28
L4440,WT,20,2,23,15,16
L4440,WT,20,2,10,0,13
L4440,WT,20,2,6,0,32
L4440,WT,20,2,6,0,18
L4440,WT,20,2,8,0,26
L4440,WT,20,2,25,20,20
L4440,WT,20,2,21,15,17
L4440,WT,20,2,23,17,19
L4440,WT,20,2,8,0,22
L4440,WT,20,2,8,0,18
